2021-04-20T00:43:50.704Z,-60.2464,-27.4531,99.09,4.9,mb,,83,7.722,1.04,us,us6000e31b,2021-04-20T00:59:51.040Z,"South Sandwich Islands region",earthquake,11.7,8.5,0.08,49,reviewed,us,us
2021-04-20T01:35:32.472Z,-6.2162,130.2289,109.51,4.7,mb,,70,2.051,0.74,us,us6000e31m,2021-04-21T01:51:27.040Z,"286 km WSW of Tual, Indonesia",earthquake,8.3,7.2,0.075,54,reviewed,us,us
2021-04-20T02:26:08.350Z,-41.4298,-83.6215,10,5.1,mww,,120,8.588,0.48,us,us6000e31y,2021-04-21T02:51:59.727Z,"West Chile Rise",earthquake,12.1,1.9,0.098,10,reviewed,us,us
2021-04-20T02:30:02.686Z,60.4461,-152.0047,86.1,2.5,ml,,,,0.51,ak,ak02151yhh8d,2021-04-21T02:09:08.040Z,"39 km WNW of Cohoe, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-20T02:39:04.860Z,39.5165,-122.017,23.07,3.82,mw,28,52,0.2565,0.18,nc,nc73551855,2021-04-22T11:59:47.774Z,"15km E of Willows, CA",earthquake,0.34,0.68,,6,reviewed,nc,nc
2021-04-20T04:25:20.820Z,39.5111667,-122.0193333,22.52,2.81,md,24,51,0.2576,0.17,nc,nc73551895,2021-04-21T01:34:48.251Z,"15km E of Willows, CA",earthquake,0.36,0.69,0.249,55,reviewed,nc,nc
2021-04-20T04:32:08.170Z,18.0118,-66.8306,16,3.47,md,23,157,0.2178,0.25,pr,pr2021110000,2021-04-21T04:33:39.410Z,"2 km NNW of Indios, Puerto Rico",earthquake,0.59,0.36,0.13,14,reviewed,pr,pr
2021-04-20T04:53:29.509Z,-12.5952,-76.717,46.92,4.9,mb,,73,0.616,0.73,us,us6000e33b,2021-04-23T01:17:07.157Z,"8 km SSE of Chilca, Peru",earthquake,5.6,5.4,0.034,279,reviewed,us,us
2021-04-20T04:58:54.580Z,17.9525,-66.9753,9,3.29,md,21,201,0.071,0.11,pr,pr2021110002,2021-04-21T04:21:32.040Z,"7 km WSW of Fuig, Puerto Rico",earthquake,0.43,0.71,0.34,13,reviewed,pr,pr
2021-04-20T05:07:51.620Z,37.5481667,-118.7781667,7.98,2.87,md,32,96,0.02939,0.06,nc,nc73551905,2021-04-23T02:24:07.168Z,"9km W of Toms Place, CA",earthquake,0.25,0.38,0.136,76,reviewed,nc,nc
