0,1,2,3,4,5,6,7,8,9,10,11,12,13
7,24,13,29,3,54,7,37,60,55,15,48,32,28
24,13,29,3,54,7,37,60,55,15,48,32,28,27
13,29,3,54,7,37,60,55,15,48,32,28,27,34
29,3,54,7,37,60,55,15,48,32,28,27,34,47
3,54,7,37,60,55,15,48,32,28,27,34,47,57
54,7,37,60,55,15,48,32,28,27,34,47,57,56
7,37,60,55,15,48,32,28,27,34,47,57,56,14
37,60,55,15,48,32,28,27,34,47,57,56,14,46
60,55,15,48,32,28,27,34,47,57,56,14,46,2
55,15,48,32,28,27,34,47,57,56,14,46,2,42
15,48,32,28,27,34,47,57,56,14,46,2,42,3
48,32,28,27,34,47,57,56,14,46,2,42,3,27
32,28,27,34,47,57,56,14,46,2,42,3,27,16
28,27,34,47,57,56,14,46,2,42,3,27,16,7
27,34,47,57,56,14,46,2,42,3,27,16,7,2
34,47,57,56,14,46,2,42,3,27,16,7,2,22
47,57,56,14,46,2,42,3,27,16,7,2,22,51
57,56,14,46,2,42,3,27,16,7,2,22,51,24
56,14,46,2,42,3,27,16,7,2,22,51,24,48
14,46,2,42,3,27,16,7,2,22,51,24,48,17
46,2,42,3,27,16,7,2,22,51,24,48,17,50
2,42,3,27,16,7,2,22,51,24,48,17,50,36
42,3,27,16,7,2,22,51,24,48,17,50,36,8
3,27,16,7,2,22,51,24,48,17,50,36,8,28
27,16,7,2,22,51,24,48,17,50,36,8,28,47
16,7,2,22,51,24,48,17,50,36,8,28,47,58
7,2,22,51,24,48,17,50,36,8,28,47,58,59
2,22,51,24,48,17,50,36,8,28,47,58,59,18
22,51,24,48,17,50,36,8,28,47,58,59,18,45
51,24,48,17,50,36,8,28,47,58,59,18,45,60
24,48,17,50,36,8,28,47,58,59,18,45,60,8
48,17,50,36,8,28,47,58,59,18,45,60,8,15
17,50,36,8,28,47,58,59,18,45,60,8,15,41
50,36,8,28,47,58,59,18,45,60,8,15,41,48
36,8,28,47,58,59,18,45,60,8,15,41,48,57
8,28,47,58,59,18,45,60,8,15,41,48,57,50
28,47,58,59,18,45,60,8,15,41,48,57,50,44
47,58,59,18,45,60,8,15,41,48,57,50,44,54
58,59,18,45,60,8,15,41,48,57,50,44,54,59
59,18,45,60,8,15,41,48,57,50,44,54,59,24
18,45,60,8,15,41,48,57,50,44,54,59,24,30
45,60,8,15,41,48,57,50,44,54,59,24,30,8
60,8,15,41,48,57,50,44,54,59,24,30,8,57
8,15,41,48,57,50,44,54,59,24,30,8,57,5
15,41,48,57,50,44,54,59,24,30,8,57,5,28
41,48,57,50,44,54,59,24,30,8,57,5,28,32
48,57,50,44,54,59,24,30,8,57,5,28,32,22
57,50,44,54,59,24,30,8,57,5,28,32,22,56
50,44,54,59,24,30,8,57,5,28,32,22,56,58
44,54,59,24,30,8,57,5,28,32,22,56,58,7
54,59,24,30,8,57,5,28,32,22,56,58,7,33
59,24,30,8,57,5,28,32,22,56,58,7,33,41
24,30,8,57,5,28,32,22,56,58,7,33,41,48
30,8,57,5,28,32,22,56,58,7,33,41,48,15
8,57,5,28,32,22,56,58,7,33,41,48,15,17
57,5,28,32,22,56,58,7,33,41,48,15,17,47
5,28,32,22,56,58,7,33,41,48,15,17,47,6
28,32,22,56,58,7,33,41,48,15,17,47,6,51
32,22,56,58,7,33,41,48,15,17,47,6,51,13
22,56,58,7,33,41,48,15,17,47,6,51,13,38
56,58,7,33,41,48,15,17,47,6,51,13,38,49
58,7,33,41,48,15,17,47,6,51,13,38,49,3
7,33,41,48,15,17,47,6,51,13,38,49,3,18
33,41,48,15,17,47,6,51,13,38,49,3,18,43
41,48,15,17,47,6,51,13,38,49,3,18,43,22
48,15,17,47,6,51,13,38,49,3,18,43,22,24
15,17,47,6,51,13,38,49,3,18,43,22,24,16
17,47,6,51,13,38,49,3,18,43,22,24,16,34
47,6,51,13,38,49,3,18,43,22,24,16,34,28
6,51,13,38,49,3,18,43,22,24,16,34,28,26
51,13,38,49,3,18,43,22,24,16,34,28,26,33
13,38,49,3,18,43,22,24,16,34,28,26,33,41
38,49,3,18,43,22,24,16,34,28,26,33,41,8
49,3,18,43,22,24,16,34,28,26,33,41,8,54
3,18,43,22,24,16,34,28,26,33,41,8,54,4
18,43,22,24,16,34,28,26,33,41,8,54,4,3
43,22,24,16,34,28,26,33,41,8,54,4,3,37
22,24,16,34,28,26,33,41,8,54,4,3,37,39
24,16,34,28,26,33,41,8,54,4,3,37,39,48
16,34,28,26,33,41,8,54,4,3,37,39,48,50
34,28,26,33,41,8,54,4,3,37,39,48,50,9
28,26,33,41,8,54,4,3,37,39,48,50,9,3
26,33,41,8,54,4,3,37,39,48,50,9,3,29
33,41,8,54,4,3,37,39,48,50,9,3,29,13
41,8,54,4,3,37,39,48,50,9,3,29,13,30
8,54,4,3,37,39,48,50,9,3,29,13,30,51
54,4,3,37,39,48,50,9,3,29,13,30,51,49
4,3,37,39,48,50,9,3,29,13,30,51,49,26
3,37,39,48,50,9,3,29,13,30,51,49,26,30
37,39,48,50,9,3,29,13,30,51,49,26,30,34
39,48,50,9,3,29,13,30,51,49,26,30,34,24
48,50,9,3,29,13,30,51,49,26,30,34,24,6
50,9,3,29,13,30,51,49,26,30,34,24,6,45
9,3,29,13,30,51,49,26,30,34,24,6,45,1
3,29,13,30,51,49,26,30,34,24,6,45,1,57
29,13,30,51,49,26,30,34,24,6,45,1,57,49
13,30,51,49,26,30,34,24,6,45,1,57,49,50
30,51,49,26,30,34,24,6,45,1,57,49,50,6
51,49,26,30,34,24,6,45,1,57,49,50,6,58
49,26,30,34,24,6,45,1,57,49,50,6,58,41
26,30,34,24,6,45,1,57,49,50,6,58,41,50
30,34,24,6,45,1,57,49,50,6,58,41,50,40
34,24,6,45,1,57,49,50,6,58,41,50,40,9
24,6,45,1,57,49,50,6,58,41,50,40,9,55
6,45,1,57,49,50,6,58,41,50,40,9,55,35
45,1,57,49,50,6,58,41,50,40,9,55,35,27
1,57,49,50,6,58,41,50,40,9,55,35,27,3
57,49,50,6,58,41,50,40,9,55,35,27,3,11
49,50,6,58,41,50,40,9,55,35,27,3,11,44
50,6,58,41,50,40,9,55,35,27,3,11,44,5
6,58,41,50,40,9,55,35,27,3,11,44,5,24
58,41,50,40,9,55,35,27,3,11,44,5,24,32
41,50,40,9,55,35,27,3,11,44,5,24,32,23
50,40,9,55,35,27,3,11,44,5,24,32,23,40
40,9,55,35,27,3,11,44,5,24,32,23,40,41
9,55,35,27,3,11,44,5,24,32,23,40,41,38
55,35,27,3,11,44,5,24,32,23,40,41,38,35
35,27,3,11,44,5,24,32,23,40,41,38,35,22
27,3,11,44,5,24,32,23,40,41,38,35,22,8
3,11,44,5,24,32,23,40,41,38,35,22,8,37
11,44,5,24,32,23,40,41,38,35,22,8,37,21
44,5,24,32,23,40,41,38,35,22,8,37,21,18
5,24,32,23,40,41,38,35,22,8,37,21,18,29
24,32,23,40,41,38,35,22,8,37,21,18,29,13
32,23,40,41,38,35,22,8,37,21,18,29,13,49
23,40,41,38,35,22,8,37,21,18,29,13,49,50
40,41,38,35,22,8,37,21,18,29,13,49,50,45
41,38,35,22,8,37,21,18,29,13,49,50,45,17
38,35,22,8,37,21,18,29,13,49,50,45,17,2
35,22,8,37,21,18,29,13,49,50,45,17,2,41
22,8,37,21,18,29,13,49,50,45,17,2,41,39
8,37,21,18,29,13,49,50,45,17,2,41,39,1
37,21,18,29,13,49,50,45,17,2,41,39,1,34
21,18,29,13,49,50,45,17,2,41,39,1,34,45
18,29,13,49,50,45,17,2,41,39,1,34,45,59
29,13,49,50,45,17,2,41,39,1,34,45,59,30
13,49,50,45,17,2,41,39,1,34,45,59,30,43
49,50,45,17,2,41,39,1,34,45,59,30,43,31
50,45,17,2,41,39,1,34,45,59,30,43,31,34
45,17,2,41,39,1,34,45,59,30,43,31,34,25
17,2,41,39,1,34,45,59,30,43,31,34,25,6
2,41,39,1,34,45,59,30,43,31,34,25,6,38
41,39,1,34,45,59,30,43,31,34,25,6,38,24
39,1,34,45,59,30,43,31,34,25,6,38,24,39
1,34,45,59,30,43,31,34,25,6,38,24,39,15
34,45,59,30,43,31,34,25,6,38,24,39,15,10
45,59,30,43,31,34,25,6,38,24,39,15,10,14
59,30,43,31,34,25,6,38,24,39,15,10,14,9
30,43,31,34,25,6,38,24,39,15,10,14,9,2
43,31,34,25,6,38,24,39,15,10,14,9,2,32
31,34,25,6,38,24,39,15,10,14,9,2,32,22
34,25,6,38,24,39,15,10,14,9,2,32,22,37
25,6,38,24,39,15,10,14,9,2,32,22,37,53
6,38,24,39,15,10,14,9,2,32,22,37,53,35
38,24,39,15,10,14,9,2,32,22,37,53,35,52
24,39,15,10,14,9,2,32,22,37,53,35,52,25
39,15,10,14,9,2,32,22,37,53,35,52,25,23
15,10,14,9,2,32,22,37,53,35,52,25,23,13
10,14,9,2,32,22,37,53,35,52,25,23,13,55
14,9,2,32,22,37,53,35,52,25,23,13,55,30
9,2,32,22,37,53,35,52,25,23,13,55,30,28
2,32,22,37,53,35,52,25,23,13,55,30,28,59
32,22,37,53,35,52,25,23,13,55,30,28,59,33
22,37,53,35,52,25,23,13,55,30,28,59,33,22
37,53,35,52,25,23,13,55,30,28,59,33,22,13
53,35,52,25,23,13,55,30,28,59,33,22,13,26
35,52,25,23,13,55,30,28,59,33,22,13,26,1
52,25,23,13,55,30,28,59,33,22,13,26,1,21
25,23,13,55,30,28,59,33,22,13,26,1,21,14
23,13,55,30,28,59,33,22,13,26,1,21,14,51
13,55,30,28,59,33,22,13,26,1,21,14,51,10
55,30,28,59,33,22,13,26,1,21,14,51,10,40
30,28,59,33,22,13,26,1,21,14,51,10,40,30
28,59,33,22,13,26,1,21,14,51,10,40,30,44
59,33,22,13,26,1,21,14,51,10,40,30,44,36
33,22,13,26,1,21,14,51,10,40,30,44,36,60
22,13,26,1,21,14,51,10,40,30,44,36,60,45
13,26,1,21,14,51,10,40,30,44,36,60,45,9
26,1,21,14,51,10,40,30,44,36,60,45,9,60
1,21,14,51,10,40,30,44,36,60,45,9,60,2
21,14,51,10,40,30,44,36,60,45,9,60,2,35
14,51,10,40,30,44,36,60,45,9,60,2,35,4
51,10,40,30,44,36,60,45,9,60,2,35,4,8
10,40,30,44,36,60,45,9,60,2,35,4,8,49
40,30,44,36,60,45,9,60,2,35,4,8,49,35
30,44,36,60,45,9,60,2,35,4,8,49,35,42
44,36,60,45,9,60,2,35,4,8,49,35,42,56
36,60,45,9,60,2,35,4,8,49,35,42,56,2
60,45,9,60,2,35,4,8,49,35,42,56,2,23
45,9,60,2,35,4,8,49,35,42,56,2,23,45
9,60,2,35,4,8,49,35,42,56,2,23,45,16
60,2,35,4,8,49,35,42,56,2,23,45,16,58
2,35,4,8,49,35,42,56,2,23,45,16,58,59
35,4,8,49,35,42,56,2,23,45,16,58,59,56
4,8,49,35,42,56,2,23,45,16,58,59,56,5
8,49,35,42,56,2,23,45,16,58,59,56,5,4
49,35,42,56,2,23,45,16,58,59,56,5,4,37
35,42,56,2,23,45,16,58,59,56,5,4,37,40
42,56,2,23,45,16,58,59,56,5,4,37,40,60
56,2,23,45,16,58,59,56,5,4,37,40,60,14
2,23,45,16,58,59,56,5,4,37,40,60,14,42
23,45,16,58,59,56,5,4,37,40,60,14,42,5
45,16,58,59,56,5,4,37,40,60,14,42,5,32
16,58,59,56,5,4,37,40,60,14,42,5,32,37
58,59,56,5,4,37,40,60,14,42,5,32,37,1
59,56,5,4,37,40,60,14,42,5,32,37,1,31
56,5,4,37,40,60,14,42,5,32,37,1,31,14
5,4,37,40,60,14,42,5,32,37,1,31,14,36
4,37,40,60,14,42,5,32,37,1,31,14,36,60
37,40,60,14,42,5,32,37,1,31,14,36,60,38
40,60,14,42,5,32,37,1,31,14,36,60,38,17
60,14,42,5,32,37,1,31,14,36,60,38,17,44
14,42,5,32,37,1,31,14,36,60,38,17,44,3
42,5,32,37,1,31,14,36,60,38,17,44,3,43
5,32,37,1,31,14,36,60,38,17,44,3,43,21
32,37,1,31,14,36,60,38,17,44,3,43,21,17
37,1,31,14,36,60,38,17,44,3,43,21,17,22
1,31,14,36,60,38,17,44,3,43,21,17,22,10
31,14,36,60,38,17,44,3,43,21,17,22,10,25
14,36,60,38,17,44,3,43,21,17,22,10,25,5
36,60,38,17,44,3,43,21,17,22,10,25,5,31
60,38,17,44,3,43,21,17,22,10,25,5,31,1
38,17,44,3,43,21,17,22,10,25,5,31,1,28
17,44,3,43,21,17,22,10,25,5,31,1,28,23
44,3,43,21,17,22,10,25,5,31,1,28,23,11
3,43,21,17,22,10,25,5,31,1,28,23,11,26
43,21,17,22,10,25,5,31,1,28,23,11,26,24
21,17,22,10,25,5,31,1,28,23,11,26,24,52
17,22,10,25,5,31,1,28,23,11,26,24,52,40
22,10,25,5,31,1,28,23,11,26,24,52,40,23
10,25,5,31,1,28,23,11,26,24,52,40,23,30
25,5,31,1,28,23,11,26,24,52,40,23,30,40
5,31,1,28,23,11,26,24,52,40,23,30,40,33
31,1,28,23,11,26,24,52,40,23,30,40,33,18
1,28,23,11,26,24,52,40,23,30,40,33,18,20
28,23,11,26,24,52,40,23,30,40,33,18,20,32
23,11,26,24,52,40,23,30,40,33,18,20,32,17
11,26,24,52,40,23,30,40,33,18,20,32,17,58
26,24,52,40,23,30,40,33,18,20,32,17,58,33
24,52,40,23,30,40,33,18,20,32,17,58,33,52
52,40,23,30,40,33,18,20,32,17,58,33,52,11
40,23,30,40,33,18,20,32,17,58,33,52,11,3
23,30,40,33,18,20,32,17,58,33,52,11,3,39
30,40,33,18,20,32,17,58,33,52,11,3,39,11
40,33,18,20,32,17,58,33,52,11,3,39,11,56
33,18,20,32,17,58,33,52,11,3,39,11,56,46
18,20,32,17,58,33,52,11,3,39,11,56,46,13
20,32,17,58,33,52,11,3,39,11,56,46,13,25
32,17,58,33,52,11,3,39,11,56,46,13,25,25
17,58,33,52,11,3,39,11,56,46,13,25,25,5
58,33,52,11,3,39,11,56,46,13,25,25,5,53
33,52,11,3,39,11,56,46,13,25,25,5,53,28
52,11,3,39,11,56,46,13,25,25,5,53,28,41
11,3,39,11,56,46,13,25,25,5,53,28,41,54
3,39,11,56,46,13,25,25,5,53,28,41,54,43
39,11,56,46,13,25,25,5,53,28,41,54,43,28
11,56,46,13,25,25,5,53,28,41,54,43,28,10
56,46,13,25,25,5,53,28,41,54,43,28,10,37
46,13,25,25,5,53,28,41,54,43,28,10,37,47
13,25,25,5,53,28,41,54,43,28,10,37,47,44
25,25,5,53,28,41,54,43,28,10,37,47,44,53
25,5,53,28,41,54,43,28,10,37,47,44,53,45
5,53,28,41,54,43,28,10,37,47,44,53,45,47
53,28,41,54,43,28,10,37,47,44,53,45,47,1
28,41,54,43,28,10,37,47,44,53,45,47,1,52
41,54,43,28,10,37,47,44,53,45,47,1,52,55
54,43,28,10,37,47,44,53,45,47,1,52,55,7
43,28,10,37,47,44,53,45,47,1,52,55,7,18
28,10,37,47,44,53,45,47,1,52,55,7,18,51
10,37,47,44,53,45,47,1,52,55,7,18,51,41
37,47,44,53,45,47,1,52,55,7,18,51,41,44
47,44,53,45,47,1,52,55,7,18,51,41,44,39
44,53,45,47,1,52,55,7,18,51,41,44,39,35
53,45,47,1,52,55,7,18,51,41,44,39,35,13
45,47,1,52,55,7,18,51,41,44,39,35,13,32
47,1,52,55,7,18,51,41,44,39,35,13,32,16
1,52,55,7,18,51,41,44,39,35,13,32,16,24
52,55,7,18,51,41,44,39,35,13,32,16,24,23
55,7,18,51,41,44,39,35,13,32,16,24,23,56
7,18,51,41,44,39,35,13,32,16,24,23,56,26
18,51,41,44,39,35,13,32,16,24,23,56,26,40
51,41,44,39,35,13,32,16,24,23,56,26,40,16
41,44,39,35,13,32,16,24,23,56,26,40,16,57
44,39,35,13,32,16,24,23,56,26,40,16,57,12
39,35,13,32,16,24,23,56,26,40,16,57,12,20
35,13,32,16,24,23,56,26,40,16,57,12,20,58
13,32,16,24,23,56,26,40,16,57,12,20,58,10
32,16,24,23,56,26,40,16,57,12,20,58,10,59
16,24,23,56,26,40,16,57,12,20,58,10,59,57
24,23,56,26,40,16,57,12,20,58,10,59,57,5
23,56,26,40,16,57,12,20,58,10,59,57,5,19
56,26,40,16,57,12,20,58,10,59,57,5,19,51
26,40,16,57,12,20,58,10,59,57,5,19,51,56
40,16,57,12,20,58,10,59,57,5,19,51,56,16
16,57,12,20,58,10,59,57,5,19,51,56,16,5
57,12,20,58,10,59,57,5,19,51,56,16,5,37
12,20,58,10,59,57,5,19,51,56,16,5,37,30
20,58,10,59,57,5,19,51,56,16,5,37,30,10
58,10,59,57,5,19,51,56,16,5,37,30,10,53
10,59,57,5,19,51,56,16,5,37,30,10,53,44
59,57,5,19,51,56,16,5,37,30,10,53,44,3
57,5,19,51,56,16,5,37,30,10,53,44,3,56
5,19,51,56,16,5,37,30,10,53,44,3,56,41
19,51,56,16,5,37,30,10,53,44,3,56,41,35
51,56,16,5,37,30,10,53,44,3,56,41,35,37
56,16,5,37,30,10,53,44,3,56,41,35,37,10
16,5,37,30,10,53,44,3,56,41,35,37,10,19
5,37,30,10,53,44,3,56,41,35,37,10,19,9
37,30,10,53,44,3,56,41,35,37,10,19,9,28
30,10,53,44,3,56,41,35,37,10,19,9,28,59
10,53,44,3,56,41,35,37,10,19,9,28,59,16
53,44,3,56,41,35,37,10,19,9,28,59,16,47
44,3,56,41,35,37,10,19,9,28,59,16,47,27
3,56,41,35,37,10,19,9,28,59,16,47,27,60
56,41,35,37,10,19,9,28,59,16,47,27,60,38
41,35,37,10,19,9,28,59,16,47,27,60,38,1
35,37,10,19,9,28,59,16,47,27,60,38,1,32
37,10,19,9,28,59,16,47,27,60,38,1,32,4
10,19,9,28,59,16,47,27,60,38,1,32,4,23
19,9,28,59,16,47,27,60,38,1,32,4,23,59
9,28,59,16,47,27,60,38,1,32,4,23,59,59
28,59,16,47,27,60,38,1,32,4,23,59,59,7
59,16,47,27,60,38,1,32,4,23,59,59,7,18
16,47,27,60,38,1,32,4,23,59,59,7,18,23
47,27,60,38,1,32,4,23,59,59,7,18,23,32
27,60,38,1,32,4,23,59,59,7,18,23,32,14
60,38,1,32,4,23,59,59,7,18,23,32,14,7
38,1,32,4,23,59,59,7,18,23,32,14,7,40
1,32,4,23,59,59,7,18,23,32,14,7,40,54
32,4,23,59,59,7,18,23,32,14,7,40,54,15
4,23,59,59,7,18,23,32,14,7,40,54,15,3
23,59,59,7,18,23,32,14,7,40,54,15,3,45
59,59,7,18,23,32,14,7,40,54,15,3,45,23
59,7,18,23,32,14,7,40,54,15,3,45,23,56
7,18,23,32,14,7,40,54,15,3,45,23,56,41
18,23,32,14,7,40,54,15,3,45,23,56,41,46
23,32,14,7,40,54,15,3,45,23,56,41,46,34
32,14,7,40,54,15,3,45,23,56,41,46,34,11
14,7,40,54,15,3,45,23,56,41,46,34,11,48
7,40,54,15,3,45,23,56,41,46,34,11,48,1
40,54,15,3,45,23,56,41,46,34,11,48,1,18
54,15,3,45,23,56,41,46,34,11,48,1,18,45
15,3,45,23,56,41,46,34,11,48,1,18,45,17
3,45,23,56,41,46,34,11,48,1,18,45,17,10
45,23,56,41,46,34,11,48,1,18,45,17,10,30
23,56,41,46,34,11,48,1,18,45,17,10,30,25
56,41,46,34,11,48,1,18,45,17,10,30,25,23
41,46,34,11,48,1,18,45,17,10,30,25,23,44
46,34,11,48,1,18,45,17,10,30,25,23,44,28
34,11,48,1,18,45,17,10,30,25,23,44,28,16
11,48,1,18,45,17,10,30,25,23,44,28,16,5
48,1,18,45,17,10,30,25,23,44,28,16,5,24
1,18,45,17,10,30,25,23,44,28,16,5,24,51
18,45,17,10,30,25,23,44,28,16,5,24,51,22
45,17,10,30,25,23,44,28,16,5,24,51,22,11
17,10,30,25,23,44,28,16,5,24,51,22,11,53
10,30,25,23,44,28,16,5,24,51,22,11,53,47
30,25,23,44,28,16,5,24,51,22,11,53,47,1
25,23,44,28,16,5,24,51,22,11,53,47,1,3
23,44,28,16,5,24,51,22,11,53,47,1,3,19
44,28,16,5,24,51,22,11,53,47,1,3,19,23
28,16,5,24,51,22,11,53,47,1,3,19,23,58
16,5,24,51,22,11,53,47,1,3,19,23,58,50
5,24,51,22,11,53,47,1,3,19,23,58,50,22
24,51,22,11,53,47,1,3,19,23,58,50,22,6
51,22,11,53,47,1,3,19,23,58,50,22,6,37
22,11,53,47,1,3,19,23,58,50,22,6,37,30
11,53,47,1,3,19,23,58,50,22,6,37,30,17
53,47,1,3,19,23,58,50,22,6,37,30,17,17
47,1,3,19,23,58,50,22,6,37,30,17,17,58
1,3,19,23,58,50,22,6,37,30,17,17,58,45
3,19,23,58,50,22,6,37,30,17,17,58,45,19
19,23,58,50,22,6,37,30,17,17,58,45,19,28
23,58,50,22,6,37,30,17,17,58,45,19,28,16
58,50,22,6,37,30,17,17,58,45,19,28,16,31
50,22,6,37,30,17,17,58,45,19,28,16,31,35
22,6,37,30,17,17,58,45,19,28,16,31,35,57
6,37,30,17,17,58,45,19,28,16,31,35,57,54
37,30,17,17,58,45,19,28,16,31,35,57,54,21
30,17,17,58,45,19,28,16,31,35,57,54,21,53
17,17,58,45,19,28,16,31,35,57,54,21,53,3
17,58,45,19,28,16,31,35,57,54,21,53,3,5
58,45,19,28,16,31,35,57,54,21,53,3,5,2
45,19,28,16,31,35,57,54,21,53,3,5,2,34
19,28,16,31,35,57,54,21,53,3,5,2,34,10
28,16,31,35,57,54,21,53,3,5,2,34,10,15
16,31,35,57,54,21,53,3,5,2,34,10,15,25
31,35,57,54,21,53,3,5,2,34,10,15,25,6
35,57,54,21,53,3,5,2,34,10,15,25,6,14
57,54,21,53,3,5,2,34,10,15,25,6,14,21
54,21,53,3,5,2,34,10,15,25,6,14,21,3
21,53,3,5,2,34,10,15,25,6,14,21,3,15
53,3,5,2,34,10,15,25,6,14,21,3,15,52
3,5,2,34,10,15,25,6,14,21,3,15,52,9
5,2,34,10,15,25,6,14,21,3,15,52,9,58
2,34,10,15,25,6,14,21,3,15,52,9,58,47
34,10,15,25,6,14,21,3,15,52,9,58,47,22
10,15,25,6,14,21,3,15,52,9,58,47,22,25
15,25,6,14,21,3,15,52,9,58,47,22,25,53
25,6,14,21,3,15,52,9,58,47,22,25,53,12
6,14,21,3,15,52,9,58,47,22,25,53,12,58
14,21,3,15,52,9,58,47,22,25,53,12,58,55
21,3,15,52,9,58,47,22,25,53,12,58,55,34
3,15,52,9,58,47,22,25,53,12,58,55,34,45
15,52,9,58,47,22,25,53,12,58,55,34,45,48
52,9,58,47,22,25,53,12,58,55,34,45,48,35
9,58,47,22,25,53,12,58,55,34,45,48,35,44
58,47,22,25,53,12,58,55,34,45,48,35,44,23
47,22,25,53,12,58,55,34,45,48,35,44,23,36
22,25,53,12,58,55,34,45,48,35,44,23,36,20
25,53,12,58,55,34,45,48,35,44,23,36,20,46
53,12,58,55,34,45,48,35,44,23,36,20,46,11
12,58,55,34,45,48,35,44,23,36,20,46,11,8
58,55,34,45,48,35,44,23,36,20,46,11,8,43
55,34,45,48,35,44,23,36,20,46,11,8,43,28
34,45,48,35,44,23,36,20,46,11,8,43,28,27
45,48,35,44,23,36,20,46,11,8,43,28,27,30
48,35,44,23,36,20,46,11,8,43,28,27,30,53
35,44,23,36,20,46,11,8,43,28,27,30,53,26
44,23,36,20,46,11,8,43,28,27,30,53,26,11
23,36,20,46,11,8,43,28,27,30,53,26,11,37
36,20,46,11,8,43,28,27,30,53,26,11,37,12
20,46,11,8,43,28,27,30,53,26,11,37,12,25
46,11,8,43,28,27,30,53,26,11,37,12,25,18
11,8,43,28,27,30,53,26,11,37,12,25,18,2
8,43,28,27,30,53,26,11,37,12,25,18,2,21
43,28,27,30,53,26,11,37,12,25,18,2,21,9
28,27,30,53,26,11,37,12,25,18,2,21,9,7
27,30,53,26,11,37,12,25,18,2,21,9,7,9
30,53,26,11,37,12,25,18,2,21,9,7,9,43
53,26,11,37,12,25,18,2,21,9,7,9,43,10
26,11,37,12,25,18,2,21,9,7,9,43,10,15
11,37,12,25,18,2,21,9,7,9,43,10,15,45
37,12,25,18,2,21,9,7,9,43,10,15,45,28
12,25,18,2,21,9,7,9,43,10,15,45,28,21
25,18,2,21,9,7,9,43,10,15,45,28,21,18
18,2,21,9,7,9,43,10,15,45,28,21,18,56
2,21,9,7,9,43,10,15,45,28,21,18,56,15
21,9,7,9,43,10,15,45,28,21,18,56,15,51
9,7,9,43,10,15,45,28,21,18,56,15,51,12
7,9,43,10,15,45,28,21,18,56,15,51,12,43
9,43,10,15,45,28,21,18,56,15,51,12,43,54
43,10,15,45,28,21,18,56,15,51,12,43,54,29
10,15,45,28,21,18,56,15,51,12,43,54,29,57
15,45,28,21,18,56,15,51,12,43,54,29,57,35
45,28,21,18,56,15,51,12,43,54,29,57,35,56
28,21,18,56,15,51,12,43,54,29,57,35,56,27
21,18,56,15,51,12,43,54,29,57,35,56,27,40
18,56,15,51,12,43,54,29,57,35,56,27,40,33
56,15,51,12,43,54,29,57,35,56,27,40,33,6
15,51,12,43,54,29,57,35,56,27,40,33,6,39
51,12,43,54,29,57,35,56,27,40,33,6,39,60
12,43,54,29,57,35,56,27,40,33,6,39,60,3
43,54,29,57,35,56,27,40,33,6,39,60,3,48
54,29,57,35,56,27,40,33,6,39,60,3,48,44
29,57,35,56,27,40,33,6,39,60,3,48,44,35
57,35,56,27,40,33,6,39,60,3,48,44,35,25
35,56,27,40,33,6,39,60,3,48,44,35,25,38
56,27,40,33,6,39,60,3,48,44,35,25,38,10
27,40,33,6,39,60,3,48,44,35,25,38,10,27
40,33,6,39,60,3,48,44,35,25,38,10,27,57
33,6,39,60,3,48,44,35,25,38,10,27,57,13
6,39,60,3,48,44,35,25,38,10,27,57,13,23
39,60,3,48,44,35,25,38,10,27,57,13,23,4
60,3,48,44,35,25,38,10,27,57,13,23,4,47
3,48,44,35,25,38,10,27,57,13,23,4,47,43
48,44,35,25,38,10,27,57,13,23,4,47,43,45
44,35,25,38,10,27,57,13,23,4,47,43,45,40
35,25,38,10,27,57,13,23,4,47,43,45,40,57
25,38,10,27,57,13,23,4,47,43,45,40,57,11
38,10,27,57,13,23,4,47,43,45,40,57,11,9
10,27,57,13,23,4,47,43,45,40,57,11,9,6
27,57,13,23,4,47,43,45,40,57,11,9,6,39
57,13,23,4,47,43,45,40,57,11,9,6,39,15
13,23,4,47,43,45,40,57,11,9,6,39,15,22
23,4,47,43,45,40,57,11,9,6,39,15,22,48
4,47,43,45,40,57,11,9,6,39,15,22,48,32
47,43,45,40,57,11,9,6,39,15,22,48,32,16
43,45,40,57,11,9,6,39,15,22,48,32,16,33
45,40,57,11,9,6,39,15,22,48,32,16,33,23
40,57,11,9,6,39,15,22,48,32,16,33,23,18
57,11,9,6,39,15,22,48,32,16,33,23,18,30
11,9,6,39,15,22,48,32,16,33,23,18,30,42
9,6,39,15,22,48,32,16,33,23,18,30,42,10
6,39,15,22,48,32,16,33,23,18,30,42,10,33
39,15,22,48,32,16,33,23,18,30,42,10,33,36
15,22,48,32,16,33,23,18,30,42,10,33,36,13
22,48,32,16,33,23,18,30,42,10,33,36,13,35
48,32,16,33,23,18,30,42,10,33,36,13,35,14
32,16,33,23,18,30,42,10,33,36,13,35,14,56
16,33,23,18,30,42,10,33,36,13,35,14,56,52
33,23,18,30,42,10,33,36,13,35,14,56,52,17
23,18,30,42,10,33,36,13,35,14,56,52,17,4
18,30,42,10,33,36,13,35,14,56,52,17,4,43
30,42,10,33,36,13,35,14,56,52,17,4,43,39
42,10,33,36,13,35,14,56,52,17,4,43,39,33
10,33,36,13,35,14,56,52,17,4,43,39,33,29
33,36,13,35,14,56,52,17,4,43,39,33,29,16
36,13,35,14,56,52,17,4,43,39,33,29,16,44
